,,,,,Class 1, Class 2,Class 3,Class 4,Class 5,
2001,4,3,,,,,,,,
2002,3,3,,,,,,,,
2003,5,5,,,,,,,,
2004,4,3,,,,,,,,
2005,4,3,,,,,,,,
2006,4,3,,,,,,,,
2007,4,3,,,,,,,,
2008,4,3,,,,,,,,
2009,4,3,,,,,,,,
2010,4,3,,,,,,,,
2011,4,1,,,,,,,,
2012,4,1,,,,,,,,
2013,4,1,,,,,,,,
2014,4,1,,,,,,,,
2015,4,1,,,,,,,,
2016,4,1,,,,,,,,
2017,4,1,,,,,,,,
2018,4,1,,,,,,,,
2019,4,1,,,,,,,,
2020,4,1,,,,,,,,
2021,4,1,,,,,,,,
2022,4,1,,,,,,,,
2023,3,1,,,,,,,,
2024,3,1,,,,,,,,
2025,3,1,,,,,,,,
2026,4,1,,,,,,,,
2027,2,1,,,,,,,,
2028,2,1,,,,,,,,
2029,4,1,,,,,,,,
2030,3,1,,,,,,,,
2031,1,1,,,,,,,,
2032,1,1,,,,,,,,
2033,1,1,,,,,,,,
2034,1,1,,,,,,,,
2035,1,1,,,,,,,,
2036,1,1,,,,,,,,
2037,1,1,,,,,,,,
2038,1,1,,,,,,,,
2039,1,1,,,,,,,,
2040,1,1,,,,,,,,
2041,1,1,,,,,,,,
2042,1,1,,,,,,,,
2043,1,1,,,,,,,,
2044,1,1,,,,,,,,
2045,1,1,,,,,,,,
2046,1,1,,,,,,,,
2047,5,5,,,,,,,,
2048,5,5,,,,,,,,
2049,5,1,,,,,,,,
2050,5,1,,,,,,,,
2051,5,1,,,,,,,,
2052,5,1,,,,,,,,
2053,5,1,,,,,,,,
2054,5,1,,,,,,,,
2055,4,1,,,,,,,,
2056,4,5,,,,,,,,
2057,5,5,,,,,,,,
2058,5,5,,,,,,,,
2059,5,5,,,,,,,,
2060,5,5,,,,,,,,
2061,5,5,,,,,,,,
2062,5,3,,,,,,,,
2063,5,3,,,,,,,,
2064,5,3,,,,,,,,
2065,5,3,,,,,,,,
2066,5,3,,,,,,,,
2067,4,3,,,,,,,,
2068,4,3,,,,,,,,
2069,1,3,,,,,,,,
2070,2,3,,,,,,,,
2071,2,3,,,,,,,,
2072,2,3,,,,,,,,
2073,2,3,,,,,,,,
2074,2,3,,,,,,,,
2075,2,3,,,,,,,,
2076,2,3,,,,,,,,
2077,2,3,,,,,,,,
2078,2,3,,,,,,,,
2079,2,3,,,,,,,,
2080,2,3,,,,,,,,
2081,3,3,,,,,,,,
2082,3,3,,,,,,,,
2083,1,3,,,,,,,,
2085,3,1,,,,,,,,
2086,3,1,,,,,,,,
2087,3,1,,,,,,,,
