,USER_ID,FEEDBACK_APP,FEEDBACK_VALUE,FEEDBACK_DATE,DATE,RTT,DOWNLOAD_LOSS_RATE,UPLOAD_LOSS_RATE,DOWNLOAD_JITTER,UPLOAD_JITTER,UDP_DOWNLOAD_THROUGHPUT,UDP_UPLOAD_THROUGHPUT,SKYPE___VOICE_CALL___MOS,YOUTUBE___VIDEO_PLAYBACK___P_720___MOS,NETWORK_CLASS,NETWORK_TYPE,MOBILE_GSM_CID,MOBILE_GSM_LAC,MOBILE_UMTS_PSC,MOBILE_OPERATOR,MOBILE_OPERATOR_COUNTRY_CODE,SIGNAL_STRENGTH_RSSI__dBm(0),SIGNAL_STRENGTH_LEVEL(0),IS_IN_AIRPLANE_MODE,IS_MOBILE_DATA_ENABLED,IS_ROAMING_DATA_ENABLED,IS_IN_NATIONAL_ROAMING,IS_IN_ROAMING,IS_WIFI_CONNECTED,SIGNAL_STRENGTH_RSSI__dBm(1),SIGNAL_STRENGTH_LEVEL(1),WIFI_SSID
56,a1a1cffb-831a-4875-b988-70e5dba5922c,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,a94b254f-3cfe-4420-93c8-85c8ebdd53cd,87,87,87,46,46,46,46,46,46,39,46,46,46,46,46,22,22,22,46,46,46,46,46,46,46,46,46,46,46,46,46
58,aa4f5c32-7921-4659-b5b2-a4f7daf36df8,34,34,34,21,21,21,21,21,21,21,17,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
59,ad78862c-50a7-41b1-aa93-df1dfd046a82,19,19,19,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8
60,aebcc31b-34b5-4fef-bd52-d8fab9cfb9ed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,b058f43c-e2c3-4105-9c6a-d1bd49c3d5f8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,0,3,0,0,0,0,0,3,3,3,3,3
62,b33c9739-fe5b-4aa4-9fde-c6c3b8f386c0,41,41,41,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
63,b6c63e3d-98af-48b5-a54c-96c1e29bc788,17,17,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
64,b74aad70-0b99-4c4f-a932-509b36ef7b7d,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
65,b9e9b780-31e6-4bb0-97ea-26638b99e5a1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
66,bdc27642-49e1-4c18-8ee9-a2594820d42e,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
67,bdcf419d-07fa-446a-b6ae-8de32684f5cc,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,be260862-e38b-46c7-a53f-17e3b8df7767,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
69,bef70f1d-f66c-4c58-b71e-df1b042f45c7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
70,c019347e-eedc-4e3e-8535-72e18a10dec8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
71,c0c8af31-ff32-4002-b20d-e6dc560327db,340,340,340,211,211,211,211,211,211,211,208,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211
72,c2a74091-369c-44e3-bd95-1388569b584a,19,19,19,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
73,c4b170b5-3c2e-4b21-9845-65a734d8a5b4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2
74,cb209a0d-2ddc-4ed8-a64c-7227c761db78,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,cb37e0a5-814b-4d20-a5e4-7def1641e7b5,33,33,33,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
76,cb4dd7be-62e2-49e9-8cf1-ada36a94d2d3,21,21,21,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
77,cc947340-09b2-4715-ba25-4802e1caee2a,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,cd91e8ba-9a20-4753-8017-70dc3aac40ba,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
79,d2b26cdd-5361-4d1b-bfe2-a26a6cd58b82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,dd22980d-3e25-4ebf-b797-af95dd728225,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
81,e16fa793-50d5-465a-b2c7-068092626b95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
82,e35dea78-39aa-418c-acc5-4ab11bac1f5d,18,18,18,14,14,14,14,14,14,13,14,14,14,14,14,0,0,0,14,14,14,14,14,14,14,14,14,14,14,14,14
83,e5f2bf04-2774-4a35-bd9b-dc0a6467d82d,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
84,e62be50b-39b9-4caf-b579-e6285da5e611,17,17,17,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
85,ea7e29a7-a322-4bf3-87d1-d042babf3def,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
86,ea8e3817-6329-408e-8b03-71e7dac3e412,92,92,92,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86
87,eb016dd1-69f6-4180-9b65-3c69414f5690,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,edaf979e-b28d-4931-8b27-eb2cdcd0f09a,35,35,35,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
89,eed2a615-1246-425c-b9ce-48827baef5d6,14,14,14,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10
90,eef9693b-8897-4e8a-b33e-d6659b104202,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
91,f0892603-9eeb-4c9a-b1eb-2b24dc61887b,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
92,f4696e76-f4df-49e4-8816-a6f6858d9e2c,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
93,f72bb842-0915-415d-86a1-f3ef4f0cbbb7,74,74,74,64,64,64,64,64,64,64,56,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
94,f825843e-6038-45a4-8259-4f5f71863394,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,ff2e8e7a-2ce0-494e-8221-0e3260f877f7,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
