,FEEDBACK_VALUE,YOUTUBE_AUTO_MOS,QoE_itu
84,4,3,2.240405549661137
85,4,3,2.1071528779103046
86,4,3,2.1071528779103046
87,3,3,2.1071528779103046
88,3,3,2.1071528779103046
89,5,3,2.1071528779103046
90,5,3,2.1071528779103046
91,4,3,2.1071528779103046
92,5,3,2.1071528779103046
93,4,3,1.942579449432365
94,4,3,1.942579449432365
95,4,3,1.942579449432365
96,4,3,1.942579449432365
97,4,3,1.942579449432365
98,4,3,1.942579449432365
99,3,3,1.942579449432365
100,4,3,1.942579449432365
101,1,3,1.942579449432365
102,1,3,1.750701745952595
103,1,3,1.750701745952595
104,2,3,1.750701745952595
105,1,3,1.750701745952595
106,2,1,1.6323021777766527
107,3,1,1.6323021777766527
108,1,1,1.6323021777766527
109,2,1,1.6323021777766527
110,4,1,1.7320179925935693
111,4,1,1.7320179925935693
112,3,1,1.7320179925935693
113,1,1,1.7320179925935693
114,3,1,1.7320179925935693
115,4,3,1.8692308268323876
116,4,3,1.8692308268323876
117,4,3,1.8692308268323876
118,3,3,1.8692308268323876
119,4,3,1.8692308268323876
120,4,3,1.8692308268323876
121,4,3,1.8692308268323876
122,4,3,1.8692308268323876
123,3,3,1.8692308268323876
124,4,3,1.8692308268323876
125,4,3,1.8692308268323876
126,4,3,1.8692308268323876
127,3,3,1.8692308268323876
128,3,3,1.8692308268323876
129,4,3,1.8692308268323876
130,4,3,1.8692308268323876
131,4,5,2.4130518872393534
132,4,5,2.4130518872393534
133,4,5,2.4130518872393534
134,4,5,2.4130518872393534
135,4,5,2.4130518872393534
136,3,5,2.4130518872393534
137,4,5,2.4130518872393534
138,4,5,2.4130518872393534
139,4,5,2.4130518872393534
140,4,5,2.4130518872393534
141,4,5,2.4130518872393534
142,4,5,2.4130518872393534
143,4,5,2.4130518872393534
144,3,5,2.4130518872393534
145,3,5,2.4130518872393534
146,4,1,1.6384328185989587
147,4,1,1.6384328185989587
148,4,1,1.6384328185989587
149,4,1,1.6384328185989587
150,4,1,1.6384328185989587
151,4,3,1.9479285547571359
152,3,3,1.9386509150803342
153,4,3,1.9386509150803342
154,4,3,1.9386509150803342
155,3,3,1.9386509150803342
156,4,3,1.9386509150803342
157,4,3,1.9386509150803342
158,5,5,3.128899666851701
159,3,5,3.128899666851701
160,4,5,3.128899666851701
161,4,5,3.128899666851701
162,3,5,3.128899666851701
163,4,1,1.6428910247271986
164,5,1,1.6428910247271986
165,3,1,1.6428910247271986
166,4,1,1.6428910247271986
167,4,1,1.6428910247271986
168,5,1,1.6428910247271986
169,5,1,1.6428910247271986
170,4,1,1.6428910247271986
171,2,1,1.6428910247271986
172,3,1,1.6428910247271986
173,3,1,1.6428910247271986
174,4,1,1.6428910247271986
175,5,5,3.610243999000821
176,5,5,3.610243999000821
177,5,5,3.610243999000821
178,5,5,3.610243999000821
179,5,5,3.610243999000821
180,5,5,3.610243999000821
181,5,5,3.610243999000821
182,5,5,3.610243999000821
183,5,5,3.610243999000821
184,5,5,3.610243999000821
185,4,5,3.610243999000821
186,4,5,3.610243999000821
187,4,5,3.610243999000821
188,4,5,3.610243999000821
189,4,5,3.610243999000821
190,4,5,3.610243999000821
191,4,5,3.610243999000821
192,4,5,3.610243999000821
193,5,5,3.610243999000821
194,4,3,1.9979409032166304
195,4,3,1.9979409032166304
196,4,3,1.9979409032166304
197,4,3,1.9979409032166304
198,4,3,1.9979409032166304
199,4,3,1.9979409032166304
200,4,3,1.9979409032166304
201,4,3,1.9979409032166304
202,4,3,1.9979409032166304
203,4,3,1.9979409032166304
204,4,3,1.9979409032166304
205,5,5,3.7688137551977814
206,5,5,3.7688137551977814
207,4,5,3.1745187824559054
208,4,5,3.765239857228584
209,4,5,3.765239857228584
210,5,5,3.2745989327985416
211,2,5,3.298287340452336
212,1,5,3.298287340452336
213,5,5,3.485551793526809
214,3,3,2.5067691902276312
215,3,3,2.5067691902276312
216,3,3,3.231174983539794
217,3,3,3.231174983539794
218,3,3,2.5364416836591066
219,3,3,2.5364416836591066
220,5,3,2.537191856168519
221,5,3,2.537191856168519
222,5,3,2.537191856168519
223,5,3,2.537191856168519
224,5,5,2.484660307128822
225,5,5,2.484660307128822
226,5,5,2.484660307128822
227,4,5,2.484660307128822
228,5,5,2.484660307128822
229,5,5,2.484660307128822
230,5,5,2.484660307128822
231,4,5,2.484660307128822
232,5,5,2.484660307128822
233,5,5,2.5191086383485923
234,5,5,2.5191086383485923
235,5,5,2.5191086383485923
236,5,5,2.5191086383485923
237,5,5,2.5191086383485923
238,5,5,2.5191086383485923
239,5,5,2.5191086383485923
240,5,5,2.5191086383485923
241,5,5,2.5191086383485923
242,5,5,2.5191086383485923
243,5,5,2.5191086383485923
244,5,5,2.5191086383485923
245,5,5,2.5191086383485923
246,4,5,2.5191086383485923
247,5,5,2.5191086383485923
248,5,5,2.5191086383485923
249,5,5,2.5191086383485923
250,5,5,2.5191086383485923
251,5,5,2.5191086383485923
252,5,5,2.5191086383485923
253,5,5,2.5191086383485923
254,1,5,2.5191086383485923
255,1,5,2.5191086383485923
256,1,5,2.5191086383485923
257,1,5,2.5191086383485923
258,1,3,2.493524797038698
259,1,3,2.493524797038698
260,1,3,2.493524797038698
261,1,3,2.493524797038698
262,4,3,2.493524797038698
263,4,3,2.493524797038698
264,1,3,2.493524797038698
265,5,3,2.493524797038698
266,5,3,2.493524797038698
267,4,3,2.493524797038698
268,3,3,2.493524797038698
269,4,3,2.493524797038698
270,4,3,2.2354238085042404
271,4,3,2.2354238085042404
272,4,3,2.2354238085042404
273,4,3,2.2354238085042404
274,4,3,2.2354238085042404
275,4,3,2.2354238085042404
276,4,3,2.2354238085042404
277,4,3,2.2354238085042404
278,4,3,2.2354238085042404
279,4,3,2.2354238085042404
280,4,3,2.2354238085042404
281,4,3,2.2354238085042404
282,4,3,2.2354238085042404
283,4,3,2.2354238085042404
284,4,3,2.2354238085042404
285,4,3,2.2354238085042404
286,4,3,2.2354238085042404
287,4,3,2.2354238085042404
288,4,3,2.2354238085042404
289,4,3,2.2354238085042404
290,4,3,2.1830743472941077
291,4,3,2.1830743472941077
292,4,3,2.1830743472941077
293,3,3,2.1830743472941077
294,4,3,2.1830743472941077
295,4,3,2.1830743472941077
296,4,3,2.1830743472941077
297,4,3,2.1830743472941077
298,4,3,2.1830743472941077
299,4,3,2.1830743472941077
300,4,3,2.1830743472941077
301,4,3,2.1830743472941077
302,4,3,2.3264195681313034
303,4,3,2.3264195681313034
304,4,3,2.3264195681313034
305,4,3,2.3264195681313034
306,4,3,2.3264195681313034
307,4,3,2.3264195681313034
308,4,3,2.3264195681313034
309,4,3,2.3264195681313034
310,4,3,2.4064307146029353
311,4,3,2.4064307146029353
312,4,3,2.4064307146029353
313,4,3,2.4064307146029353
314,4,3,2.4064307146029353
315,4,3,2.4064307146029353
316,4,3,2.4064307146029353
317,4,3,2.4064307146029353
318,4,3,2.4064307146029353
319,4,3,2.4064307146029353
320,4,3,2.4064307146029353
321,4,3,2.2344595710180633
322,4,3,2.2344595710180633
323,4,3,2.2344595710180633
324,4,3,2.633659761482172
325,4,3,2.633659761482172
326,4,3,2.633659761482172
327,4,3,2.633659761482172
328,4,3,2.633659761482172
329,4,3,2.633659761482172
330,4,3,2.633659761482172
331,4,3,2.633659761482172
332,4,3,2.633659761482172
333,4,3,1.8719610925645354
334,4,3,1.8719610925645354
335,4,3,1.8719610925645354
336,4,5,3.377038126843696
337,4,5,3.377038126843696
338,4,5,3.377038126843696
339,2,5,3.377038126843696
340,4,5,3.377038126843696
341,3,5,3.377038126843696
342,5,5,3.377038126843696
343,5,5,3.377038126843696
344,5,5,3.377038126843696
345,5,1,1.639803908554583
346,1,1,1.639803908554583
347,1,1,1.639803908554583
348,1,1,1.639803908554583
349,1,1,1.639803908554583
350,3,1,1.639803908554583
351,3,5,3.5083489547440423
352,5,3,3.358972276831852
353,4,5,3.5083489547440423
354,4,5,3.5083489547440423
355,4,3,1.9537637509482446
356,5,3,1.9537637509482446
357,5,3,1.9537637509482446
358,4,3,1.9537637509482446
359,5,3,1.9537637509482446
360,2,3,1.9537637509482446
361,3,5,3.9658429322413697
362,4,3,1.9537637509482446
363,5,5,3.9658429322413697
364,4,3,1.9537637509482446
365,4,5,3.9658429322413697
366,1,3,1.9537637509482446
367,1,3,1.9537637509482446
368,1,3,1.9537637509482446
369,4,5,3.9658429322413697
370,1,3,1.9537637509482446
371,4,5,3.9658429322413697
372,4,5,3.8451364718977628
373,4,5,3.8451364718977628
374,5,5,3.8451364718977628
375,5,5,3.8451364718977628
376,5,5,3.4839153869977593
377,1,3,2.017019525739655
378,1,3,2.017019525739655
379,1,3,2.017019525739655
380,4,1,1.6393730822374843
381,1,3,2.017019525739655
382,1,3,2.017019525739655
383,4,5,3.4839153869977593
384,4,1,1.6393730822374843
385,1,3,2.017019525739655
386,1,3,2.017019525739655
387,5,5,3.4839153869977593
388,4,1,1.6393730822374843
389,1,3,2.017019525739655
390,1,3,2.017019525739655
391,4,5,3.4839153869977593
392,1,3,2.017019525739655
393,1,3,2.017019525739655
394,5,5,3.8637531474461855
395,4,5,3.570482897172965
396,1,3,2.017019525739655
397,5,5,3.8637531474461855
398,5,5,3.8637531474461855
399,4,5,3.8637531474461855
400,5,5,3.570482897172965
401,3,5,3.50027385757442
402,4,5,3.50027385757442
403,5,5,3.815225087726991
404,4,5,3.815225087726991
405,5,5,3.815225087726991
406,5,5,3.815225087726991
407,4,5,3.815225087726991
408,4,5,3.570482897172965
409,3,3,1.9700237588086351
410,5,5,3.815225087726991
411,4,3,1.9700237588086351
412,4,5,3.815225087726991
413,4,3,1.8158262675215433
414,3,3,2.9581591660486506
415,5,5,3.815225087726991
416,4,3,1.8158262675215433
417,4,3,1.8158262675215433
418,4,5,3.815225087726991
419,5,5,3.815225087726991
420,5,5,3.815225087726991
421,5,3,1.8158262675215433
422,5,3,1.8158262675215433
423,5,5,3.815225087726991
424,5,5,3.815225087726991
425,5,3,1.8158262675215433
426,4,5,3.8384925000762258
427,4,3,2.929628632259524
428,4,3,2.929628632259524
429,3,5,3.8384925000762258
430,5,3,2.929628632259524
431,5,5,3.8384925000762258
432,5,3,2.929628632259524
433,5,5,3.596151566222554
434,4,5,3.8384925000762258
435,5,3,1.8158262675215433
436,4,5,3.8384925000762258
437,5,3,1.8158262675215433
438,4,5,3.8384925000762258
439,5,5,3.596151566222554
440,5,5,3.868875381454471
441,5,5,3.596151566222554
442,5,5,3.596151566222554
443,5,5,3.596151566222554
444,5,3,2.054423077182815
445,5,3,2.054423077182815
446,5,3,2.054423077182815
447,5,3,2.054423077182815
448,5,3,2.054423077182815
449,5,3,2.054423077182815
450,5,3,2.054423077182815
451,5,3,1.8722489761807508
452,5,3,1.8722489761807508
453,4,3,1.8722489761807508
454,5,3,1.8722489761807508
455,5,3,1.8722489761807508
456,4,3,1.8722489761807508
457,5,3,1.8722489761807508
458,4,5,3.3060224719074176
459,4,5,3.3060224719074176
460,4,5,3.3060224719074176
461,4,5,3.3060224719074176
462,4,5,3.3060224719074176
463,5,5,3.3060224719074176
464,5,1,1.7812381653428657
465,5,1,1.7812381653428657
466,5,1,1.7812381653428657
467,4,1,1.7812381653428657
468,5,5,3.085886073416635
469,3,5,2.5040134254246684
470,5,5,3.168604340064001
471,1,3,1.7124394891304007
472,1,3,1.7124394891304007
473,1,3,1.7124394891304007
474,1,3,1.7124394891304007
475,1,3,1.7124394891304007
476,1,3,1.7124394891304007
477,1,3,1.7124394891304007
478,1,3,1.7124394891304007
479,1,3,1.7124394891304007
480,1,3,1.7124394891304007
481,1,3,1.7124394891304007
482,1,3,1.7477654093227948
483,1,3,1.7477654093227948
484,1,3,1.7477654093227948
485,1,3,1.7477654093227948
486,1,3,1.7477654093227948
487,1,3,1.7477654093227948
488,2,3,1.7477654093227948
489,2,3,1.7477654093227948
490,2,3,1.7477654093227948
491,2,3,2.2214115871718367
492,2,3,2.2214115871718367
493,4,3,2.2214115871718367
494,4,3,2.2214115871718367
495,4,3,2.2214115871718367
496,4,3,2.2033773014263036
497,4,3,2.2033773014263036
498,4,3,2.2033773014263036
499,4,3,2.2033773014263036
500,3,3,2.2033773014263036
501,5,1,1.7314183917526234
502,4,1,1.7314183917526234
503,4,1,1.7314183917526234
504,4,1,1.7314183917526234
505,4,3,1.887795796900594
506,4,3,1.887795796900594
507,4,3,1.887795796900594
508,4,3,1.887795796900594
509,4,3,1.887795796900594
510,4,3,1.887795796900594
511,5,3,2.209525566484802
512,4,1,2.177359615403465
513,4,1,1.7664390485763466
514,1,5,3.532262069393771
515,4,5,3.532262069393771
516,4,5,3.547266637390484
517,4,5,3.547266637390484
518,4,5,3.547266637390484
519,5,5,3.8879921914343774
520,5,5,3.8879921914343774
521,5,5,2.517649162550407
522,5,5,2.517649162550407
523,5,5,2.517649162550407
524,5,5,2.517649162550407
525,4,3,2.168612252893114
526,4,3,2.168612252893114
527,4,3,2.168612252893114
528,1,5,3.5549628506610884
529,5,5,3.4649661084482166
530,5,5,3.4649661084482166
531,4,3,3.0842209347651846
532,1,3,2.1904129350435197
533,1,3,2.1904129350435197
534,1,3,2.1904129350435197
535,1,3,2.1904129350435197
536,1,3,2.1904129350435197
537,1,3,2.1904129350435197
538,1,3,2.1904129350435197
539,1,3,2.1904129350435197
540,1,3,2.1904129350435197
541,1,3,2.1904129350435197
542,1,3,2.1762740005981556
543,1,3,2.1762740005981556
544,1,3,2.1762740005981556
545,4,3,2.1762740005981556
546,4,3,2.1762740005981556
547,4,3,2.1762740005981556
548,5,3,2.2217000439262606
549,4,3,2.2217000439262606
550,3,3,2.2217000439262606
551,4,3,2.2217000439262606
552,4,3,2.2217000439262606
553,4,3,2.2217000439262606
554,4,3,2.2217000439262606
555,4,3,2.2217000439262606
556,4,3,2.230139702342211
557,4,3,2.230139702342211
558,4,3,2.230139702342211
559,4,3,2.230139702342211
560,3,3,2.230139702342211
561,2,3,2.230139702342211
562,2,3,2.230139702342211
563,2,3,2.230139702342211
564,2,3,2.230139702342211
565,2,3,1.986363600633788
566,2,3,1.986363600633788
567,2,3,1.986363600633788
568,2,3,1.986363600633788
569,2,3,1.986363600633788
570,2,3,1.986363600633788
571,2,3,1.986363600633788
572,2,3,1.986363600633788
573,2,3,1.986363600633788
574,2,3,1.986363600633788
575,2,3,1.986363600633788
576,2,3,1.687825629062859
577,2,3,1.687825629062859
578,2,3,1.687825629062859
579,1,3,1.687825629062859
580,1,3,1.687825629062859
581,1,3,1.687825629062859
582,1,3,1.687825629062859
583,1,3,1.687825629062859
584,1,3,1.687825629062859
585,1,1,1.6940476438790328
586,1,1,1.6940476438790328
587,1,1,1.6940476438790328
588,1,1,1.6940476438790328
589,2,1,1.6940476438790328
590,2,1,1.6940476438790328
591,2,1,1.6940476438790328
592,2,1,1.6940476438790328
593,2,1,1.6940476438790328
594,2,1,1.6940476438790328
595,2,1,1.6940476438790328
596,2,1,1.6940476438790328
597,2,3,2.2667945116007835
598,3,3,2.2667945116007835
599,3,3,2.2667945116007835
600,3,3,2.2667945116007835
601,2,3,2.2667945116007835
602,3,3,2.2667945116007835
603,3,3,2.2667945116007835
604,3,3,2.2667945116007835
605,3,3,2.2667945116007835
606,3,3,2.2667945116007835
607,3,3,2.2667945116007835
608,3,3,2.2667945116007835
609,3,3,2.2667945116007835
610,3,3,2.2257377924214166
611,3,3,2.2257377924214166
612,3,3,2.2257377924214166
613,3,3,2.2257377924214166
614,3,3,2.2257377924214166
615,4,3,2.2257377924214166
616,4,3,2.2257377924214166
617,4,3,2.2257377924214166
618,4,3,2.2257377924214166
619,4,3,2.2257377924214166
620,4,3,2.2257377924214166
621,4,3,2.2257377924214166
622,4,3,2.2257377924214166
623,4,3,2.2257377924214166
624,4,3,2.2257377924214166
625,4,3,2.2257377924214166
626,3,3,2.2257377924214166
627,4,3,2.2257377924214166
628,1,3,2.205259989397507
629,2,3,2.205259989397507
630,2,3,2.205259989397507
631,1,3,2.205259989397507
632,2,3,2.205259989397507
633,2,3,2.205259989397507
634,2,3,2.205259989397507
635,2,3,2.205259989397507
636,2,3,2.205259989397507
637,2,3,2.205259989397507
638,2,3,2.205259989397507
639,2,3,2.205259989397507
640,2,3,2.205259989397507
641,2,3,2.205259989397507
642,2,3,2.205259989397507
643,2,3,2.205259989397507
644,2,3,2.205259989397507
645,2,3,2.205259989397507
646,2,3,2.205259989397507
647,2,3,2.3706928666435547
648,2,3,2.3706928666435547
649,3,3,2.3706928666435547
650,2,3,2.3706928666435547
651,2,3,2.3706928666435547
652,2,3,2.3706928666435547
653,2,3,2.3706928666435547
654,4,3,2.3706928666435547
655,4,3,2.3706928666435547
656,3,3,2.3706928666435547
657,4,3,2.3706928666435547
658,4,3,2.3706928666435547
659,4,3,2.3706928666435547
660,4,3,2.3706928666435547
661,4,3,2.3706928666435547
662,4,3,2.3706928666435547
663,5,3,2.3706928666435547
664,4,3,2.3706928666435547
665,4,3,2.3706928666435547
666,4,3,2.3008043448526583
667,4,3,2.3008043448526583
668,4,3,2.3008043448526583
669,4,3,2.3008043448526583
670,1,3,2.3008043448526583
671,1,3,2.3008043448526583
672,1,3,2.3008043448526583
673,1,3,2.3008043448526583
674,1,3,2.3008043448526583
675,4,3,2.469525577040713
676,4,3,2.469525577040713
677,4,3,2.469525577040713
678,5,5,3.3414144192405724
679,5,5,3.3414144192405724
680,4,1,1.7491204339872595
681,4,1,1.7491204339872595
682,4,1,1.7491204339872595
683,4,1,1.7491204339872595
684,4,1,1.7491204339872595
685,4,1,1.7491204339872595
686,5,3,2.0322444893263465
687,5,3,2.0322444893263465
688,5,1,1.7732385676279794
689,5,1,1.7732385676279794
690,5,1,1.7732385676279794
691,5,1,1.7732385676279794
692,5,1,1.7732385676279794
693,5,1,1.7732385676279794
694,5,1,1.741964493532867
695,5,1,1.741964493532867
696,1,1,1.741964493532867
697,1,1,1.741964493532867
698,1,1,1.741964493532867
699,1,1,1.741964493532867
700,1,1,1.741964493532867
701,1,5,3.4246787563532592
702,1,5,3.4246787563532592
703,1,5,3.4246787563532592
704,4,5,3.4246787563532592
705,4,5,3.4246787563532592
706,4,5,3.4246787563532592
707,4,5,3.4246787563532592
708,4,5,3.4246787563532592
709,4,5,3.4246787563532592
710,4,5,3.4246787563532592
711,4,5,3.4246787563532592
712,4,5,3.4246787563532592
713,2,5,3.4246787563532592
714,4,5,3.4246787563532592
715,3,3,1.935363807774424
716,4,3,1.935363807774424
717,4,3,1.935363807774424
718,4,3,1.935363807774424
719,4,3,1.935363807774424
720,4,3,1.935363807774424
721,4,3,1.935363807774424
722,4,5,3.56200657089455
723,4,5,3.56200657089455
724,4,1,1.7220464163377736
725,4,1,1.7220464163377736
726,4,1,1.7220464163377736
727,4,1,1.7220464163377736
728,4,1,1.7220464163377736
729,4,1,1.7220464163377736
730,4,3,2.060010636664825
731,4,3,2.060010636664825
732,4,3,2.060010636664825
733,4,3,2.060010636664825
734,4,3,2.060010636664825
735,4,3,2.060010636664825
736,4,3,2.060010636664825
737,4,3,2.060010636664825
738,4,5,3.342156374545959
739,5,5,3.342156374545959
740,5,5,3.342156374545959
741,5,5,3.342156374545959
742,4,5,3.524848184186847
743,4,5,3.524848184186847
744,4,5,3.524848184186847
745,4,5,3.524848184186847
746,5,5,3.524848184186847
747,5,5,3.524848184186847
748,5,5,3.524848184186847
749,5,5,3.524848184186847
750,5,5,3.524848184186847
751,5,5,3.524848184186847
752,5,5,3.524848184186847
753,5,3,1.7081737928556884
754,2,3,1.7081737928556884
755,4,3,1.7081737928556884
756,4,3,1.7081737928556884
757,4,3,1.7081737928556884
758,4,3,1.817486456494584
759,4,3,1.817486456494584
760,4,5,3.55751133481569
761,5,5,3.55751133481569
762,1,5,3.55751133481569
763,3,5,3.55751133481569
764,4,5,3.55751133481569
765,5,5,3.55751133481569
766,5,5,3.55751133481569
767,1,5,3.55751133481569
768,4,5,3.55751133481569
769,1,5,3.55751133481569
770,2,5,3.55751133481569
771,3,5,3.55751133481569
772,3,5,3.55751133481569
773,2,5,3.55751133481569
774,2,5,3.55751133481569
775,4,5,3.55751133481569
776,5,3,1.8813603839170066
777,5,3,1.8813603839170066
778,5,3,1.8813603839170066
779,5,3,1.8813603839170066
780,5,3,1.8813603839170066
781,3,3,1.9561098935254335
782,3,3,1.9561098935254335
783,3,3,1.9561098935254335
784,3,3,1.9561098935254335
785,3,3,1.9561098935254335
786,3,3,1.9561098935254335
787,3,3,1.9561098935254335
788,3,3,1.9561098935254335
789,3,3,1.9561098935254335
790,5,1,1.72061247407608
791,5,1,1.72061247407608
792,5,1,1.72061247407608
793,5,1,1.72061247407608
794,5,1,1.72061247407608
795,5,1,1.72061247407608
796,5,1,1.72061247407608
797,5,1,1.72061247407608
798,5,1,1.72061247407608
799,5,1,1.72061247407608
800,5,3,1.9693950287451418
801,4,3,1.9693950287451418
802,4,3,1.9693950287451418
803,4,3,1.9693950287451418
804,4,3,1.9693950287451418
805,4,3,1.9693950287451418
806,4,3,1.9693950287451418
807,4,3,1.9693950287451418
808,4,3,1.9693950287451418
809,4,3,1.9693950287451418
810,4,3,1.8765097054902198
811,4,3,1.8765097054902198
812,5,3,1.8765097054902198
813,5,3,1.8765097054902198
814,5,3,1.8765097054902198
815,4,3,1.8765097054902198
816,5,3,1.8765097054902198
817,5,3,1.8765097054902198
818,5,3,1.8765097054902198
819,5,3,1.8765097054902198
820,5,3,1.8765097054902198
821,5,3,1.8765097054902198
822,5,3,1.8765097054902198
823,5,3,1.8765097054902198
824,4,5,3.4854822557147864
825,4,5,3.4854822557147864
826,3,5,3.4854822557147864
827,4,5,3.4854822557147864
828,4,5,3.4854822557147864
829,4,5,3.4854822557147864
830,4,5,3.4854822557147864
831,4,5,3.4854822557147864
832,4,5,3.5300024741624485
833,4,5,3.5300024741624485
834,4,5,3.5300024741624485
835,4,5,3.5300024741624485
836,4,5,3.5300024741624485
837,5,5,3.5300024741624485
838,5,5,3.5300024741624485
839,5,5,3.5300024741624485
840,5,5,3.5300024741624485
841,5,5,3.6551439392574196
842,5,5,3.6551439392574196
843,5,5,3.6551439392574196
844,5,5,3.6551439392574196
845,5,5,3.6551439392574196
846,5,5,3.6551439392574196
847,5,5,3.6551439392574196
848,5,5,3.6551439392574196
849,5,5,3.6551439392574196
850,5,5,3.6551439392574196
851,5,5,3.6551439392574196
852,5,5,3.6551439392574196
853,5,5,3.6551439392574196
854,5,5,3.6551439392574196
855,5,5,3.6551439392574196
856,5,5,3.6551439392574196
857,5,5,3.6551439392574196
858,5,5,3.6551439392574196
859,5,5,3.6551439392574196
860,5,5,3.6551439392574196
861,5,5,3.6551439392574196
862,5,5,3.6551439392574196
863,5,5,3.580319858492491
864,5,5,3.580319858492491
865,5,5,3.580319858492491
866,5,5,3.580319858492491
867,5,5,3.580319858492491
868,5,5,3.580319858492491
869,5,5,3.580319858492491
870,5,5,3.580319858492491
871,5,5,3.580319858492491
872,5,5,3.580319858492491
873,5,5,3.580319858492491
874,5,5,3.580319858492491
875,4,5,3.580319858492491
876,4,5,3.580319858492491
877,4,5,3.580319858492491
878,4,5,3.580319858492491
879,4,5,3.580319858492491
880,4,5,3.580319858492491
881,4,5,3.580319858492491
882,5,5,3.580319858492491
883,5,5,3.580319858492491
884,5,5,3.580319858492491
885,4,5,3.580319858492491
886,4,1,1.727299598673362
887,5,1,1.727299598673362
888,5,1,1.727299598673362
889,5,1,1.727299598673362
890,5,1,1.727299598673362
891,5,1,1.727299598673362
892,5,1,1.727299598673362
893,5,1,1.727299598673362
894,5,1,1.727299598673362
895,5,1,1.727299598673362
896,5,1,1.727299598673362
897,5,1,1.727299598673362
898,5,1,1.727299598673362
899,5,1,1.727299598673362
900,5,1,1.727299598673362
901,5,1,1.727299598673362
902,5,1,1.727299598673362
903,5,1,1.727299598673362
904,4,1,1.727299598673362
905,5,1,1.727299598673362
906,5,1,1.727299598673362
907,5,5,3.5274109958919317
908,5,5,3.5274109958919317
909,5,5,3.5274109958919317
910,5,5,3.5274109958919317
911,5,5,3.5274109958919317
912,5,5,3.5274109958919317
913,5,5,3.5274109958919317
914,5,5,3.5274109958919317
915,3,3,2.234349123368505
916,2,5,2.5253902510984187
917,3,3,2.1784155139573342
918,4,3,2.7980202067564277
919,2,3,2.7980202067564277
920,2,3,2.435070212343389
921,2,3,2.435070212343389
922,4,3,2.435070212343389
923,4,3,2.6007826303513357
924,5,3,2.861425179991256
925,4,3,1.676908293902651
926,4,3,1.676908293902651
927,3,3,1.676908293902651
928,4,3,1.9364149159129687
929,4,3,1.9364149159129687
930,4,3,1.9364149159129687
931,5,1,1.6623687723685314
932,5,1,1.6623687723685314
933,5,1,1.6623687723685314
934,5,3,2.740384894784239
935,5,3,2.740384894784239
936,4,3,2.740384894784239
937,4,3,2.740384894784239
938,4,3,2.740384894784239
939,4,3,2.707588815816374
940,4,3,2.707588815816374
941,5,5,3.1702875375323036
942,5,3,1.9848765167832392
943,5,3,2.4355343227455357
944,5,3,2.4355343227455357
945,5,3,2.4355343227455357
946,5,3,2.4355343227455357
947,5,3,2.4355343227455357
948,5,3,2.4355343227455357
949,5,3,2.4355343227455357
950,5,3,2.4355343227455357
951,5,5,3.468341578846746
952,4,5,3.468341578846746
953,5,5,3.468341578846746
954,4,5,3.468341578846746
